#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 862
numEdges = 8776
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 21
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19 att20
0 14.000000 1.411285 -0.535385 -1.010425 0.971987 0.000188 0.000182 0.000176 3.019067 0.693696 -0.469924 0.975678 -0.965265 -0.603698 0.762049 0.255914 1.178677 1.147926 0.495278 1.262718 -0.296245 0.746031
1 572.000000 0.001748 -0.300775 0.091934 -1.806892 -0.143549 -1.232455 0.000176 -0.565215 -2.153604 0.445935 1.557573 0.255232 0.065405 -0.073826 -1.769791 -1.793761 0.223906 0.135995 -1.695247 -0.118333 0.431569
2 789.000000 1.250230 -0.481201 0.775337 -2.095264 0.000188 -0.840800 0.000176 0.081224 -0.891743 2.060830 0.747265 -1.008806 -0.042508 -1.550696 0.824034 0.000140 -0.265654 -0.599652 -0.049467 -0.137710 -0.542412
3 1926.000000 -0.601121 0.001267 1.929790 -0.166197 0.732171 1.077618 -0.411752 -0.285933 -0.996916 1.081441 -0.850084 0.290749 -0.955914 0.000153 1.738282 -0.912181 0.000131 0.416059 0.000104 -1.243433 -0.096346
4 2326.000000 -0.470350 0.853261 -0.330220 -0.202515 0.000188 0.000182 0.094540 0.056972 -0.069635 0.800060 0.012979 0.851371 1.363723 1.143709 0.104776 0.940555 1.561302 -1.490846 0.000104 -0.326826 -1.460254
5 5310.000000 -0.791043 -0.738509 1.008170 -1.239264 -0.024133 -0.097318 0.000176 -0.748927 1.695069 0.508743 -1.922033 1.762121 -0.212380 0.924416 1.338674 2.107927 -0.488247 0.000127 0.343677 0.128890 -0.512768
6 5483.000000 0.902296 -0.627735 1.086461 -1.358727 0.000188 1.063478 0.000176 -1.184738 -0.016128 -1.277763 0.647381 -0.783234 0.403548 -0.714626 -0.479911 0.000140 -1.521941 -0.094489 -0.032925 0.974028 0.114649
7 5670.000000 -1.050219 -0.288891 0.591706 0.575702 -1.110032 -0.633201 0.000176 1.160582 -0.784108 1.597037 -0.841716 -1.014075 -0.142694 -0.029319 1.297620 0.000140 1.547266 0.172009 -0.011211 -1.607748 0.637877
8 5675.000000 0.220457 -0.621189 -1.952822 0.000430 -0.776666 0.433603 0.000176 -1.026784 0.722339 0.661662 -0.146978 1.162799 0.672962 0.123986 0.217055 -0.027206 1.539713 -2.251768 0.653166 1.187901 -0.341471
9 6105.000000 -0.736359 0.804524 -0.840078 -0.488661 1.124155 -0.331540 0.000176 -2.203764 0.200195 -0.402811 0.139553 1.435862 -0.459693 -1.150232 -0.697581 0.548130 1.173438 -0.028190 0.242139 0.309416 -0.218932
10 6249.000000 0.045277 -0.163325 -1.693317 -1.468916 0.000188 -1.048742 0.000176 0.334163 -0.505606 0.279180 -1.251018 -0.631531 -0.871670 1.712683 0.405088 -1.124298 -0.912518 0.461162 -0.782438 -0.463040 -0.693809
11 6295.000000 0.881613 -0.356484 1.288216 0.572644 -0.538509 0.029359 0.000176 0.737171 1.578117 -0.088793 1.293978 -0.504606 0.612461 0.641132 0.980958 -1.021326 -0.789038 -0.289313 0.986161 0.000091 -1.489142
12 6304.000000 2.350242 -0.048486 -0.661809 -0.067013 0.000188 -0.246382 -0.377400 0.040986 0.039841 -2.110821 0.721972 0.324373 -0.325411 -1.883046 -0.303346 0.000140 0.241613 0.223390 -0.766518 0.549231 -0.121191
13 6403.000000 0.016414 -0.403913 0.878369 0.508668 -1.297035 -0.964379 0.000176 -1.510650 -0.397542 0.713389 -0.416473 -1.504449 -0.147133 0.127323 3.391542 0.805473 -0.584409 -0.395282 -0.907312 0.555922 1.851235
14 6542.000000 -1.006422 -1.364998 -0.939951 1.073792 0.000188 -0.118914 2.486471 0.522473 -0.920170 1.102379 -1.498579 -2.374043 1.214781 -1.006060 2.476820 0.000140 0.535736 0.400544 -0.615234 -0.549442 -0.232923
15 6630.000000 1.106653 -0.970932 -0.778631 0.544210 1.190854 0.047385 -0.338364 0.846401 -1.253396 0.863375 0.902697 0.000159 1.834558 0.000153 -0.369567 0.034754 0.480835 -1.079758 0.410625 -0.952194 -0.614822
16 7147.000000 -0.952504 -0.626373 0.023058 0.525056 0.000188 0.556601 0.000176 -0.635805 0.448560 -0.818421 0.768736 -2.356108 0.172681 0.345302 -0.963895 -1.010343 -1.098214 -1.880382 0.975600 0.369808 -0.598120
17 7628.000000 0.459325 -0.992936 -2.032016 1.098296 -1.162020 0.549289 0.000176 -0.377113 0.415570 0.157728 0.060263 1.852852 0.390028 -0.366263 -0.758616 0.000140 0.503304 0.023372 0.587805 -1.022691 1.016795
18 7848.000000 -0.012057 -0.990629 -0.564593 -0.543783 0.000188 0.006436 -0.211181 1.678773 -0.396636 0.121032 0.364974 0.208069 0.756237 0.994217 1.283999 0.496094 1.426784 2.012887 -1.949308 2.792040 -1.214657
19 9628.000000 -0.174698 -0.200473 0.016440 0.359973 -0.225920 0.000182 0.000176 -0.323922 0.158432 -0.612177 2.494536 -1.675315 0.537893 0.029018 -0.763980 -0.839249 -0.041255 -1.273072 0.000104 0.189164 -0.932031
20 11021.000000 -1.900251 1.250217 1.094044 0.817088 1.106906 -0.326075 0.000176 -0.905196 -0.732403 1.325956 -0.155416 -1.979827 -0.267032 0.000153 0.747156 0.788679 -0.804634 1.135189 0.000104 0.467018 1.386587
21 11187.000000 -1.933532 -1.037410 -0.197874 0.343590 0.407649 0.000182 0.000176 -0.174364 1.099569 0.729718 -0.841929 -0.431459 0.784642 0.000153 -0.142031 -0.265170 -0.044024 0.539944 0.000104 -0.753891 0.068793
22 12113.000000 -0.742159 2.606789 -1.148448 -0.617692 -0.411025 0.000182 0.957561 1.760616 0.458981 0.661664 0.133569 0.819925 -0.878413 0.701358 -0.647661 0.643095 1.882413 0.149214 0.074459 0.040102 0.144099
23 12855.000000 1.668305 -1.907091 0.824622 -0.499751 0.877376 0.544333 1.141648 0.000176 0.144752 0.610828 -0.151642 0.630920 1.461814 -1.329457 -0.666916 1.399075 0.803625 0.136499 0.284630 0.476200 0.300789
24 12906.000000 -0.036672 -0.281948 0.597169 0.040301 -0.652433 0.072212 0.000176 0.000176 0.369316 -0.324048 -0.089755 -0.855027 1.193318 -0.315329 -0.775536 -0.883515 -0.582679 -0.390808 -1.657119 -0.313491 -0.097672
25 13440.000000 1.515780 -1.313558 0.241109 1.401635 0.810198 -0.107006 0.000176 0.576694 -1.018286 -0.024908 -0.252906 0.284195 0.488661 -0.218898 1.564595 0.000140 -0.537354 -0.014937 0.314389 0.119607 -0.588314
26 13620.000000 0.001748 0.001267 -0.294155 0.936990 -0.591186 -0.494081 -0.434996 0.017899 1.484263 -2.356643 2.637889 -1.669393 0.577747 0.081453 -0.121354 0.150865 0.000131 0.509306 0.000104 -0.698644 -0.536345
27 13912.000000 -0.965874 -1.455741 1.427371 0.364994 -0.077601 0.924846 0.000176 0.477386 0.581746 1.129196 -0.997133 -1.807742 -0.531972 1.087487 -0.222985 0.274428 2.182655 -0.562340 -0.148941 -0.650350 -1.449011
28 14101.000000 0.260718 0.001267 -1.361270 -1.194566 0.141871 -0.717970 0.000176 0.077106 0.510251 1.618255 -0.551879 -0.996292 -0.191387 0.906168 0.283341 0.676301 -0.433556 0.518972 0.000104 0.113218 0.205853
29 14114.000000 0.988880 2.458528 0.396112 1.402956 0.747036 -0.547891 0.000176 1.747542 1.544947 0.091794 1.144937 0.905407 1.101636 -0.670543 -0.758100 0.000140 -0.836101 -1.247637 0.445138 -0.063204 -1.624703
30 14774.000000 -0.108461 -0.789191 0.841450 0.431364 0.941216 0.537035 0.000176 -1.549346 0.000164 0.716209 -2.711008 0.000159 -0.085661 1.837760 -0.490852 -1.282591 0.000131 -0.958326 0.000104 1.229372 -1.104863
31 15047.000000 0.379252 0.543777 -1.050658 0.261461 0.480610 0.594296 0.000176 -0.294217 -0.706735 0.087804 -0.517176 0.896482 -0.568129 -1.314071 0.577726 -0.544435 -1.383983 -2.549351 0.732802 2.173568 -1.335357
32 15075.000000 -1.550038 -0.419221 -0.335303 0.027133 -0.400429 0.316475 0.747156 -1.954285 -1.346424 -1.356142 0.000159 0.311517 0.000156 0.300511 1.148227 0.222242 2.312444 0.224386 1.284898 -0.221332 -0.156561
33 15274.000000 0.577337 1.207544 0.916525 -0.085567 0.000188 -1.482989 0.000176 -0.387597 2.096975 1.274397 -0.283191 1.866016 0.871958 -0.629171 -0.541800 -0.425632 0.463611 0.000127 -3.026592 1.275917 0.359362
34 16395.000000 0.164049 -1.330404 0.358185 -0.048945 -0.590889 0.554277 0.000176 -0.384320 -0.842082 1.324659 0.925428 0.695907 0.829612 -0.519288 0.752043 1.714078 -0.062780 0.511247 1.404060 -0.312915 0.009500
35 16620.000000 0.039400 -0.338312 0.652252 0.696021 1.161781 0.040636 0.000176 0.776446 -0.809042 -0.351006 -0.528896 -0.228759 1.441765 1.680590 0.427791 -0.196827 -1.431548 -1.238475 0.351684 0.065309 -0.008950
36 17034.000000 -0.233376 -0.707373 1.127210 2.040124 0.000188 0.273263 -0.260460 0.781976 1.100843 -2.905630 0.106420 -0.184142 -0.247374 1.539969 0.715806 -0.009547 -1.732197 0.842566 -1.048176 0.781519 -0.167364
37 17836.000000 0.512315 0.554232 -1.549622 -0.375759 -0.965234 -0.144503 0.000176 0.102516 0.634370 1.170886 -0.509213 -0.035337 -0.590970 -0.133788 0.322209 0.000140 0.033696 0.197995 1.241721 -0.880051 -0.463651
38 17975.000000 -0.906655 0.123087 0.486650 1.443530 -1.130822 -0.373434 0.972367 0.291239 0.000164 0.001242 0.386488 -0.077595 0.809541 -1.106339 1.413388 0.000140 0.766517 0.453877 0.745437 -0.280891 -0.000299
39 18486.000000 2.484144 0.828751 -0.107079 1.269979 -0.769769 0.640419 0.000176 0.656668 0.788905 -0.212343 -0.108772 0.792493 -0.152901 0.142872 0.811840 1.859442 -1.293416 0.417384 0.677044 -0.324330 -0.272335
40 18566.000000 -1.953057 -0.390786 1.221716 -0.848385 0.000188 -0.020412 0.000176 -0.624137 -0.741906 -0.591919 0.885576 -1.809514 -1.520403 0.710773 0.894341 0.370219 -1.068810 0.559302 -2.158296 -0.236140 1.561785
41 18885.000000 -0.088952 0.001267 0.000519 0.590101 0.000188 -0.398874 0.298119 0.000176 0.315976 -1.999215 -0.380873 2.146503 -1.386592 -0.053822 0.879762 -0.655779 -0.036044 0.251283 -0.283972 -0.308139 0.056144
42 19637.000000 0.001748 0.001267 0.000519 0.180404 0.000188 0.156730 1.561527 -0.197733 0.000164 -1.150576 -0.820598 1.362042 0.770334 -0.749851 -0.599462 0.182166 0.000131 1.019915 -0.900154 0.409761 -2.230902
43 20279.000000 -0.830202 0.239044 1.279356 1.591312 1.528563 -0.943463 0.000176 0.391424 -2.242108 1.166785 -0.258346 0.700585 -0.720713 2.480425 -0.535013 0.539417 -0.756275 -0.758340 -0.313868 0.656999 0.397320
44 22477.000000 -0.280141 -0.517635 -0.780818 0.779510 0.197365 -0.838834 0.000176 -2.225434 0.538477 0.616889 -1.177920 1.117914 1.838136 0.957185 -1.278985 -1.246327 -1.751933 -0.821709 1.136021 0.234984 -0.443730
45 22580.000000 1.072662 0.890539 -1.587692 -0.496443 -0.439052 1.065940 0.000176 0.621276 0.000164 -0.905075 0.141710 -0.471938 0.002713 -0.747419 -1.684996 0.000140 -0.560842 0.000127 0.433495 0.662656 -0.748525
46 23172.000000 1.125880 3.022389 -1.472597 -1.033368 -1.957006 0.000182 0.750837 0.775498 0.809515 0.528628 -1.377102 -0.393029 1.058983 0.387949 0.723840 1.487622 -0.812625 1.499077 0.000104 0.685780 -1.857046
47 23240.000000 0.686571 0.002325 0.698865 -0.451269 0.870117 -1.890926 0.000176 0.977649 1.248362 0.050250 0.684697 0.744968 -0.517654 -0.031509 0.260250 0.000140 -0.414210 -0.399469 -0.910206 -0.198730 -0.774233
48 24592.000000 -0.561220 -0.426495 -0.135838 -1.626977 -1.877830 0.713006 0.000176 -1.210383 0.990265 -1.574364 0.297366 0.393027 -1.450034 0.493975 0.817129 0.125024 0.504877 0.184504 -1.337268 0.523269 0.000089
49 25543.000000 -0.583643 1.148414 -0.372245 1.009521 -0.327952 0.008506 0.507121 0.314811 -1.909771 0.964006 0.000159 -1.138957 0.000156 -0.989146 0.738232 0.238877 1.308318 -0.403285 -0.791335 -0.092991 -0.001114
50 25606.000000 0.553634 0.001267 0.000519 1.297686 1.398345 0.007550 0.612047 0.000176 1.369814 0.960762 0.921083 -0.165380 0.309110 -0.013707 -0.491916 -0.412184 0.117878 -1.031906 -1.496467 1.367005 -0.377970
51 26124.000000 0.788429 -0.219386 -1.751069 -2.829042 0.000188 -1.613009 0.000176 0.313343 1.291493 -0.288021 0.162573 0.510791 0.195047 0.513349 1.460159 0.295954 0.802465 0.158339 0.473730 -0.126948 -1.568522
52 26533.000000 -0.933882 0.064246 0.874382 1.328420 -1.120180 -0.327077 0.000176 -0.220483 -1.100780 -1.328992 0.308496 0.936251 -0.872857 0.000153 0.636050 0.143030 -0.174905 -0.571988 0.000104 0.167228 -1.520007
53 26884.000000 0.001748 -0.193552 0.000519 1.616835 -1.130775 0.000182 -1.966963 0.000176 -0.465423 -0.073351 0.577953 1.128707 0.635296 0.000153 1.083403 0.000140 -0.168595 1.398292 0.000104 0.276322 -0.979053
54 27444.000000 0.456573 1.811296 2.174142 1.315072 0.324358 -0.135245 1.406767 1.808226 -0.332037 2.129774 -0.015661 -2.286627 0.000156 0.186428 -0.739222 0.870751 0.067715 -0.629300 0.977756 1.373993 0.119643
55 27543.000000 1.492340 -0.063987 0.395395 -1.460242 0.000188 1.177828 0.000176 0.401205 -0.335427 1.222305 0.027452 0.735543 -0.898220 0.702332 -0.206987 0.000140 -0.988261 -0.710550 -1.519526 -1.227960 -0.073177
56 27634.000000 -1.258276 0.001267 0.000519 -2.070519 0.000188 0.000182 -0.146652 0.805366 0.510427 -1.400072 -0.285682 0.717967 -0.481797 -1.232549 0.450772 -0.047575 1.064200 1.708573 -0.258431 -0.999471 -2.040819
57 27931.000000 1.741385 -0.896097 -0.239511 1.434644 0.000188 -0.528147 0.517374 -0.857956 0.000164 -1.051254 0.765287 0.580079 0.456400 0.539218 -0.071598 -0.666264 -1.385624 -0.100609 -0.407312 1.173746 -0.002752
58 28204.000000 -0.273393 1.498221 -0.220715 0.046289 0.000188 -2.456866 0.024109 0.476854 -1.647530 1.269957 -0.473430 0.000159 -0.657570 1.538831 -1.151708 0.378487 -0.289837 -0.178268 0.000104 0.022554 -0.469688
59 28233.000000 -0.461413 1.037980 -0.607469 -0.244376 2.388247 0.169335 0.000176 0.036188 0.982933 0.221342 -1.063548 1.561988 0.194124 0.805013 -0.131298 -0.442783 -1.279061 0.209674 -1.685766 -0.292845 0.237635
60 29015.000000 1.103612 -1.058995 1.495118 0.398200 0.000188 1.194055 0.000176 -0.318333 0.409214 0.153541 -0.531139 0.579851 -1.274887 0.569254 0.837848 0.000140 0.449408 -2.217896 0.354040 -0.605593 0.800927
61 29166.000000 1.104962 0.508790 0.657566 0.892624 0.000188 1.391919 0.000176 -0.771968 1.487505 -0.358123 -0.270678 0.281930 0.000156 1.286445 -0.828306 -0.342545 0.149751 -1.463692 0.862237 1.088450 1.019008
62 29171.000000 -0.171475 0.739634 -1.425207 -0.076197 -0.621834 0.951686 0.000176 1.648806 -0.788688 -1.031361 -0.927962 0.254054 -0.928011 0.245241 0.988967 -1.120519 0.643916 -1.193973 1.995827 -0.078692 1.109751
63 29320.000000 -0.098434 -0.660629 -1.193113 0.028510 -0.908251 0.061978 0.000176 0.499284 -0.520698 -2.189231 -0.313122 -0.118033 -0.305919 0.733235 0.156529 0.000140 0.160746 -0.115105 0.843535 0.588516 0.435901
64 29868.000000 -1.113827 0.435648 0.803371 -0.256626 -0.097106 0.398883 -1.301693 -0.008759 -0.946821 0.037109 1.178733 -0.982240 0.856622 -1.437119 0.830693 0.213376 -0.034845 0.000127 -0.010240 0.000091 1.385509
65 30670.000000 0.272075 -1.563183 -1.938729 1.170445 0.926232 1.445018 0.000176 0.170662 1.945384 2.642565 0.565814 -0.536676 -1.549224 -0.395627 0.198421 0.424013 -0.110611 0.605157 0.572964 -0.053963 1.752304
66 30674.000000 -1.618619 0.285149 1.716854 0.664424 0.000188 0.000182 1.281240 0.383020 0.139577 -0.193197 1.375281 -1.175126 -0.470225 -2.889470 -0.717228 1.906529 -2.422144 0.491157 0.000104 0.680755 -0.799524
67 30797.000000 -0.898824 0.586532 -2.293796 0.000430 -1.788414 0.000182 -0.401590 1.228916 -0.488596 1.109061 -0.490390 -0.521460 0.000156 -2.069301 0.538299 -0.429028 1.785109 0.074471 -1.193491 -0.139851 0.433233
